Poem Name,Poet,Line,Metaphor present or not,count of the metaphor,metaphorical terms,year,,,,
අභිනික්මන,සිරි ගුනසිංහ,මගේ හුස්මක් ගැටී වෙන්නැති,yes,1,මගේ හුස්මක් ගැටී වෙන්නැති,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,දුවේ කළු ගල හෙලවුනා,yes,1,දුවේ කළු ගල හෙලවුනා,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,පපුව ටික ටික මොලොක් වෙනකොට,no,,,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,එන්න වෙයි මං දන්නවා,no,,,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,උඹේ දූවිලි සුවද තැවුරුනු,no,,,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,පැදුර තාමත් තියනවා,no,,,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,දැනුත් සීගිරිසිංහයා,yes,1,දැනුත් සීගිරිසිංහයා,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,කට ඇරන් ඉන්නවා පේනවා,yes,1,කට ඇරන් ඉන්නවා පේනවා,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,ඒ ඉසව්වෙන් යද්දි මං,no,,,1876,,,,
අභිනික්මන,සිරි ගුනසිංහ,පොඩි කෙල්ල හංගා ගන්නවා,no,,,1876,,,,
පරිණාමා,සාගර පලන්සූරිය ,දහඩිය පෙරාගෙන මහදනවල ෆින්නේ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,වැලිබත් උයන අවදියෙ යෙයි පිළිකන්නේ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,තා ඇය දුටුව බව ඇය කොහොම ද දන්නේ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,හඳ වාගෙයි එදා ඈ බැබලුණු පින්නේ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගේ නෙත අහිංසක රසයට උල්පත ය.,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගේ මොළකැටි ගතිය රැඳුණේ මල් වෙත ය,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,සඳ හිරු පළමු බැලුවේ ඇගෙ පැල්පත ය.,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,එහි හැම තැනම මිහිරිගෙ සුරතල් වනය,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගෙ නෙත් පහර වැද නාදලු නිලට හැරේ.,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,තොල් පැහැ පෙනේ ගම අහසේ බහින ඉරේ,yes,1,තොල් පැහැ පෙනේ ගම අහසේ බහින ඉරේ,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,පවතී මිහිරි බව ඇගෙ පරිසරය කෙරේ.,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇය ඇති තැනදි වැඩි මී මැසි බමර පොරේ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඉන් පසු ඇය දිටිමි නව යොවුනෙහි වෙලුණු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,රින් තරුවක් වගෙයි කිරි මුහුදෙයි ගිලුණු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගෙ යටි පතුලෙ වැද යන එන තැන තැලුණු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,වැලි කැට තිබේ හිරියල් පාවට දිලුණු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගෙ නෙත් කොනින් ආ මඳලස වැද පිපුණු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,වන මල් ගැන කීහ ගම සමහර ගැහැනු,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇගෙ කටහඬින් ඉපනැලි තුළ ගොනු ගැසුණ,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,සුමිහිරි තාල කවදාවත් නැත නැසෙන,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,පරිනත යොවුන් වයසේ විළි බර ව සිටි,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇය මම දිටිමි මුළු ගම බබලවන හැටි,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,හැසිරෙනු දිටිමි රන් රස ආලයක වැටි,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇය දැන් තනිව විසූ දවසට වැඩිය වටි,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,කලකට පසුව යළි මම ඇය දිටිමි එදා,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඈ ගැහැනියකි ඇති දරු සිව්දෙනකු හදා,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,හළ මෙන් දිටිමි හැම සිරි ඇය වෙතට මුදා,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඈද සල් ගසක් මෙනි ඇති මල් පොකුරු දදා,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,අවසන් වරට මවිසින් ඇය දුටු දවස,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,ඇය පිරිවරා වැලපුණී හිත ඇති පිරිස,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,සුව සේ වෙසේවයි දුරු කරගෙන වෙහෙස,no,,,1911,,,,
පරිණාමා,සාගර පලන්සූරිය ,සොහොනක් කෙළෙම් මගෙ හදවත ඇය පිණිස,yes,1,සොහොනක් කෙළෙම් මගෙ හදවත ඇය පිණිස,1911,,,,
අම්මා,මහගම සේකර,ඔබා දෙදණි නිල් උලුපියලි බිම මත,no,,,1958,,,,
අම්මා,මහගම සේකර,වැන්දේය ඔහු බැති සිතින්,no,,,1958,,,,
අම්මා,මහගම සේකර,අම්මා වැළලු තැන මහ පොළොවටා,no,,,1958,,,,
අම්මා,මහගම සේකර,පිපිලා තිබුණි එතැන සුදු සාවට,yes,1,පිපිලා තිබුණි එතැන සුදු සාවට,1958,,,,
අම්මා,මහගම සේකර,නමක් නොමැති පුංචි මලක්,yes,1,නමක් නොමැති පුංචි මලක්,1958,,,,
අම්මා,මහගම සේකර,සිම්බේය මහු එමල නමා හිස,no,,,1958,,,,
අම්මා,මහගම සේකර,දස මසක් කුස තුළෙහි දරා සිට,no,,,1958,,,,
අම්මා,මහගම සේකර,මා ලොවට වැදු අම්මා ඔබය.,no,,,1958,,,,
අම්මා,මහගම සේකර,කෙළවරක් නොමැති දුක් දරා විඳ,no,,,1958,,,,
අම්මා,මහගම සේකර,මා ලොවට හැදු අම්මා ඔබය.,no,,,1958,,,,
අම්මා,මහගම සේකර,අඬන විට මා කුඩා අවධියෙහි බඩගිනිව,no,,,1958,,,,
අම්මා,මහගම සේකර,තබා බතල දළු,no,,,1958,,,,
අම්මා,මහගම සේකර,ලුණු දියර ඉස,no,,,1958,,,,
අම්මා,මහගම සේකර,පොල් ගා මුසු කොට කවා,no,,,1958,,,,
අම්මා,මහගම සේකර,බඩගිනි නිවූ අම්මා ඔබය.,no,,,1958,,,,
අම්මා,මහගම සේකර,උයා උදයෙන් නැගිට කඩයප්පන්,no,,,1958,,,,
අම්මා,මහගම සේකර,තබා තේ කඩයෙහි,no,,,1958,,,,
අම්මා,මහගම සේකර,ලබා ඉන් ලැබෙන සුළු වට්ටම්,no,,,1958,,,,
අම්මා,මහගම සේකර,ජංගි ඇන්දු අම්මා ඔබ ය.,no,,,1958,,,,
අම්මා,මහගම සේකර,ගල්වා ඉසෙහි තෙල් යහමින්,no,,,1958,,,,
අම්මා,මහගම සේකර,එල්ලා කරෙහි පංචායුදය,no,,,1958,,,,
අම්මා,මහගම සේකර,අල්ලාගෙන අතින් මා,no,,,1958,,,,
අම්මා,මහගම සේකර,පාසලට එක්ක ගිය,no,,,1958,,,,
අම්මා,මහගම සේකර,අකුරු නුගත් අම්මා ඔබ ය.,no,,,1958,,,,
අම්මා,මහගම සේකර,ඇවිද ලඳු දෙණි කැලෑ බිම්වල,no,,,1958,,,,
අම්මා,මහගම සේකර,රැගෙන විත් තුන්හිරිය පන් කොළ,no,,,1958,,,,
අම්මා,මහගම සේකර,යොදා කුකුල් සායම් රතු හා කොළ,no,,,1958,,,,
අම්මා,මහගම සේකර,වියා නෙක් විසිතුරු රටා පැදුරු,no,,,1958,,,,
අම්මා,මහගම සේකර,රටාවක් බව මේ මහා විශ්වය,no,,,1958,,,,
අම්මා,මහගම සේකර,කුඩා කල සිට ම මට,no,,,1958,,,,
අම්මා,මහගම සේකර,කියා දුන් අම්මා ඔබය.,no,,,1958,,,,
අම්මා,මහගම සේකර,නොදන්නෙමි මම එකල,no,,,1958,,,,
අම්මා,මහගම සේකර,අමෙඹේ. ඔබේ එන කැටපතක් බව,no,,,1958,,,,
අම්මා,මහගම සේකර,මෙකල මා සිත පිළිබිඹු කරන;,no,,,1958,,,,
අම්මා,මහගම සේකර,ගිලී යට ගිය ඇස් කුහර තුළ,no,,,1958,,,,
අම්මා,මහගම සේකර,නොදුටුවෙමි කිසි විටක සතුටක්,no,,,1958,,,,
අම්මා,මහගම සේකර,කොදුටුවෙමි කිසි විටක දුකකුත්,no,,,1958,,,,
අම්මා,මහගම සේකර,ඉවසා සම සිතින් සැම සැප දුක්,no,,,1958,,,,
අම්මා,මහගම සේකර,ලැබුවා ද ඔබ සිතෙහි සාමයක්?,no,,,1958,,,,
අම්මා,මහගම සේකර,ඉපයුවෙමි මම මුදල්,no,,,1958,,,,
අම්මා,මහගම සේකර,ඉපයුවෙමි කිතු යසස්,no,,,1958,,,,
අම්මා,මහගම සේකර,වීය. මන්දිර යානවාහන,no,,,1958,,,,
අම්මා,මහගම සේකර,එහෙත් ඒ කිසිවකිනුත්,no,,,1958,,,,
අම්මා,මහගම සේකර,නොලදිමි සිත් සැනසුමක්,no,,,1958,,,,
අම්මා,මහගම සේකර,වටහාගෙන සිටියා ද ඔබ ඒ සත්‍යය,no,,,1958,,,,
අම්මා,මහගම සේකර,නොලබා ම ඔබ ඒ කිසිවක්?,no,,,1958,,,,
කතරගම,ගුණදාස අමරසේකර,මිනිස් කට හඬින් කොර,yes,1,මිනිස් කට හඬින් කොර,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ඈත පඳු හෙල් අතර,yes,1,ඈත පඳු හෙල් අතර,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මහ වනය අරගත්,yes,1,මහ වනය අරගත්,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තිබේ එක්‍ භූමියක්,yes,1,තිබේ එක්‍ භූමියක්,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මගේ හද බැමි සිඳී,yes,1,මගේ හද බැමි සිඳී,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එණි කිරුළු බරර්ණ ලා,yes,1,එණි කිරුළු බරර්ණ ලා,1923,,,,
කතරගම,ගුණදාස අමරසේකර,අනා කා යළි හිසෝ සවා,yes,1,අනා කා යළි හිසෝ සවා,1923,,,,
කතරගම,ගුණදාස අමරසේකර,අපර විලස සැරිසරන,yes,1,අපර විලස සැරිසරන,1923,,,,
කතරගම,ගුණදාස අමරසේකර,පර්පයෙහි රුදු අවිය,yes,1,පර්පයෙහි රුදු අවිය,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එහි නොමැත.,yes,1,එහි නොමැත.,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එය මැරුණු අඩපණ වූ,yes,1,එය මැරුණු අඩපණ වූ,1923,,,,
කතරගම,ගුණදාස අමරසේකර,භාවිත ලු ප්රරඬැලකි.,yes,1,භාවිත ලු ප්රරඬැලකි.,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එසැස් අඳ දුබල නෙත්,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තව තවත් ඇඳිරි වෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,නිදා සිටි ඇසෙහි මස,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එතැන යළි ඇස් ලබයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,සිය දහස් පන්දමින් ගිනි නඟයි විහිද යයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,බෙර දවුල් හඬ අසා ඇඟෙහි මස වියරු වෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,සිය දහස් ගිගිරි හඬ තන් පළා ඇතුළු වෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මුළු සිරුර ලේ නහර කිලිපොළා නැහැ සිටියි.,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එකැස් අඳ දුබල නෙත,yes,1,එකැස් අඳ දුබල නෙත,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තව තවත් ඇඳිරි වෙයි,yes,1,තව තවත් ඇඳිරි වෙයි,1923,,,,
කතරගම,ගුණදාස අමරසේකර,නිඳු සිටි ඇඟෙහි මස,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,අවදි වී ඇස් ලබයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ඇඹරී ගිය මස් පිඬලි පන්දමින් දිස්න දෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,කන්න ලවූ හඬ ඩියරු ඔස් සමින් ඇතුළු වෙසි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ලේ සිරි ජලය වූ මුහුණු විසිර වී ඇරෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ඇසෙහි ඔස සලිත වී වේශයෙන් අවදි යවයි.,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,එසැසි අද දුබල නෙක,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තව තවත් ඇඳිරි වෙයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,නිදා සිටි ඇඟෙහි මස,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,අවදි වී ඇස ලබයි,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,අස ඉර සඳ මැවූ,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,පොළොව් ගහ කොළ මැව්,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,පියල් ලෝ කුස මැවූ,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තෙද බලැති මහ දෙවිඳ,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මහ බලැති දෙවි තුවනි යුතු අයුතු පසිඳවන,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තෙර එතෙර මහ සයුර සියල් ලෝ කුස රකිත,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,වැඳ වැටී ඔබ පතුල සහ පමි මගෙ සිරුර,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ඔබ සමඟ එක් වන්ට මගෙ හඳට සදන් වරය,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මිනිස් කටහඬින් තොර,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,ඈත කඳු හෙල් අතර,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මහ වනය අරක් ගත්,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,තිබේ. එක් භූමියක්,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මගේ නඳ බැමි සිඳී,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,මිණි කිරුප බරණ ලා,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,නොබා යළි ගිසෝ සවා,no,,,1923,,,,
කතරගම,ගුණදාස අමරසේකර,පෙර විලස සැරිසරන,no,,,1923,,,,
